origem,alvo,h,modelo,y_true,q10,q20,q30,q40,q50,q60,q70,q80,q90,media
2020-12-01,2021-02-01,2,dfm_1f,0.021590,-0.139465,-0.091406,-0.068139,-0.044558,-0.018949,0.005720,0.019258,0.045758,0.072699,-0.027485
2020-12-01,2021-01-01,1,dfm_2f,0.043478,-0.059914,-0.047336,-0.033782,-0.027286,-0.022135,-0.013078,-0.003726,0.002224,0.039524,-0.020095
2020-12-01,2021-02-01,2,dfm_2f,0.021590,-0.058541,-0.049448,-0.036604,-0.028637,-0.019498,-0.007422,0.004546,0.020409,0.051036,-0.015752
2021-01-01,2021-02-01,1,dfm_1f,0.021590,-0.104073,-0.073716,-0.057230,-0.036083,-0.016184,-0.002242,0.010561,0.028689,0.045990,-0.025716
2021-01-01,2021-03-01,2,dfm_1f,0.085106,-0.139511,-0.091538,-0.067609,-0.044296,-0.019327,0.007901,0.022896,0.049399,0.072945,-0.026594
2021-01-01,2021-02-01,1,dfm_2f,0.021590,-0.059164,-0.047300,-0.033096,-0.026154,-0.021681,-0.012484,-0.004196,0.001625,0.043215,-0.019006
2021-01-01,2021-03-01,2,dfm_2f,0.085106,-0.066611,-0.054238,-0.044017,-0.032092,-0.021175,-0.011886,0.002571,0.012788,0.065081,-0.019685
2021-02-01,2021-03-01,1,dfm_1f,0.085106,-0.102383,-0.072469,-0.057206,-0.033984,-0.010659,-0.002518,0.013410,0.029106,0.047163,-0.024401
2021-02-01,2021-04-01,2,dfm_1f,0.325828,-0.137753,-0.091343,-0.068861,-0.042141,-0.012215,0.010160,0.028460,0.050144,0.074733,-0.025351
2021-02-01,2021-03-01,1,dfm_2f,0.085106,-0.048604,-0.034302,-0.019925,-0.012761,-0.008633,0.000310,0.008844,0.016020,0.049752,-0.006874
2021-02-01,2021-04-01,2,dfm_2f,0.325828,-0.033446,-0.023725,-0.006744,-0.001626,0.009490,0.021314,0.035591,0.049956,0.081397,0.011757
2021-03-01,2021-04-01,1,dfm_1f,0.325828,-0.103321,-0.072751,-0.057734,-0.033672,-0.011693,-0.003067,0.013284,0.029950,0.047937,-0.023968
2021-03-01,2021-05-01,2,dfm_1f,0.244772,-0.139538,-0.091371,-0.068363,-0.039691,-0.006179,0.010829,0.028223,0.051980,0.074396,-0.024773
2021-03-01,2021-04-01,1,dfm_2f,0.325828,-0.006969,0.002689,0.016496,0.026054,0.031215,0.037791,0.043496,0.052333,0.087456,0.031431
2021-03-01,2021-05-01,2,dfm_2f,0.244772,0.007025,0.020254,0.031727,0.039971,0.053411,0.063589,0.076148,0.087807,0.112616,0.052964
2021-04-01,2021-05-01,1,dfm_1f,0.244772,-0.104848,-0.072596,-0.057350,-0.032985,-0.012138,-0.001309,0.016000,0.031561,0.048623,-0.020063
2021-04-01,2021-06-01,2,dfm_1f,0.126257,-0.143558,-0.092312,-0.064687,-0.036543,-0.007032,0.012492,0.027780,0.052767,0.075590,-0.020206
2021-04-01,2021-05-01,1,dfm_2f,0.244772,0.027624,0.041146,0.051702,0.058923,0.065116,0.070934,0.077013,0.092593,0.120186,0.069512
2021-04-01,2021-06-01,2,dfm_2f,0.126257,0.004672,0.018528,0.030513,0.036157,0.045518,0.060410,0.073608,0.089837,0.108167,0.054301
2021-05-01,2021-06-01,1,dfm_1f,0.126257,-0.104755,-0.071873,-0.055992,-0.032797,-0.012048,-0.000191,0.018004,0.035904,0.050387,-0.016614
2021-05-01,2021-07-01,2,dfm_1f,0.017418,-0.144533,-0.093610,-0.066143,-0.036489,-0.008578,0.011154,0.028395,0.052344,0.078200,-0.016782
